location,price,bedrooms,bathrooms,size_sqft,year_built,price_per_sqft,property_age,listing_category,listing_category_order
Suburb,241849.2414576917,5,1,1835.0,2015,131.79795174806088,10.0,Mid-Range,2.0
Suburb,206273.30005677108,3,3,2462.0,1985,83.78281886952522,40.0,Mid-Range,2.0
Urban,155086.4598591631,3,1,1202.0,2013,129.02367708749009,12.0,Budget,1.0
Suburb,169742.87033019328,3,2,2207.0,1953,76.91113290901372,72.0,Budget,1.0
Suburb,148324.403196361,3,3,1122.0,1971,132.19643778641802,54.0,Budget,1.0
Suburb,184460.04344561708,5,1,1400.0,2020,131.7571738897265,5.0,Budget,1.0
Urban,138095.4799175649,3,1,1766.0,1953,78.19676099522361,72.0,Budget,1.0
Urban,205414.9104558009,3,2,1293.0,2013,158.86690677169443,12.0,Mid-Range,2.0
Suburb,183265.3989623526,3,2,1279.0,1971,143.28803671802393,54.0,Budget,1.0
Urban,284616.467279546,3,2,2860.0,2011,99.51624730054057,14.0,High-End,3.0
Suburb,181947.6428840441,3,1,1883.0,1989,96.62646993310892,36.0,Budget,1.0
Rural,284003.76941338705,4,2,2633.0,1969,107.86318625650857,56.0,High-End,3.0
Rural,90959.78932620135,4,2,1197.0,1958,75.98979893584072,67.0,Budget,1.0
Suburb,198755.14636608923,3,3,1981.0,2014,100.33071497531006,11.0,Mid-Range,2.0
Rural,370459.8290291032,3,3,2930.0,1972,126.43680171641748,53.0,High-End,3.0
Rural,348379.2664670972,5,3,2534.0,1984,137.48195203910703,41.0,High-End,3.0
Rural,270704.1541412828,3,1,1751.0,2008,154.59974536909354,17.0,High-End,3.0
Suburb,168931.8286047524,2,3,1143.0,1963,147.7968754197309,62.0,Budget,1.0
Urban,189126.05140688832,4,1,1608.0,1993,117.61570361124896,32.0,Mid-Range,2.0
Suburb,218168.70814067312,3,2,2224.0,1971,98.09744071073432,54.0,Mid-Range,2.0
Suburb,199220.1955072361,4,1,2147.0,1977,92.79003051105546,48.0,Mid-Range,2.0
Urban,129960.0168172268,3,1,1186.0,2008,109.57842901958415,17.0,Budget,1.0
Suburb,281507.7449630544,2,2,2349.0,1996,119.84152616562555,29.0,High-End,3.0
Suburb,169378.78481722157,3,3,1463.0,2017,115.77497253398604,8.0,Budget,1.0
Suburb,248599.1076612193,4,3,2372.0,2019,104.80569462951911,6.0,Mid-Range,2.0
Rural,411678.0284271322,4,3,2794.0,1966,147.34360358880895,59.0,High-End,3.0
Suburb,119032.8829834174,4,2,1659.0,1980,71.74977877240349,45.0,Budget,1.0
Suburb,230075.0498156624,5,1,1763.0,1963,130.50201350860036,62.0,Mid-Range,2.0
Urban,122604.95616584706,4,2,1954.0,1998,62.74562751578662,27.0,Budget,1.0
Rural,296998.838109315,3,2,2955.0,2016,100.50722101838072,9.0,High-End,3.0
Rural,109470.14273140584,2,2,1402.0,1970,78.0814142164093,55.0,Budget,1.0
Suburb,246212.1973150715,2,2,2369.0,1962,103.93085576828683,63.0,Mid-Range,2.0
Rural,310583.0758590737,3,1,2986.0,1999,104.01308635601933,26.0,High-End,3.0
Rural,233756.8863821809,5,3,2534.0,2017,92.24817931419925,8.0,Mid-Range,2.0
Urban,100102.22524595106,3,3,1146.0,1961,87.34923668931157,64.0,Budget,1.0
Urban,199324.84069986545,4,2,2171.0,1997,91.81245541219045,28.0,Mid-Range,2.0
Rural,331026.59636098804,5,1,1863.0,2013,177.6847001400902,12.0,High-End,3.0
Urban,231041.34837459872,3,2,2734.0,1964,84.50671118310122,61.0,Mid-Range,2.0
Suburb,333530.0633743215,5,1,2843.0,1965,117.31623755691928,60.0,High-End,3.0
Urban,61092.661234490224,2,2,1488.0,2021,41.05689599092085,4.0,Budget,1.0
Suburb,205778.3124412656,3,3,1928.0,1999,106.73148985542821,26.0,Mid-Range,2.0
Urban,384570.7364514372,3,3,2959.0,1990,129.96645368416262,35.0,High-End,3.0
Rural,339772.9527372086,2,2,2663.0,1953,127.5902939306078,72.0,High-End,3.0
Suburb,186745.12964093967,5,3,1550.0,1969,120.48072880060624,56.0,Budget,1.0
Urban,185559.0801900139,2,2,1337.0,1957,138.78764412117718,68.0,Budget,1.0
Urban,213894.31463154923,5,1,1871.0,2017,114.3208522883748,8.0,Mid-Range,2.0
Suburb,180978.0156828019,3,1,1640.0,1996,110.35244858707432,29.0,Budget,1.0
Urban,243011.57473076603,5,1,2802.0,1982,86.7278996184033,43.0,Mid-Range,2.0
Rural,265075.948204332,5,1,2976.0,1954,89.07121915468144,71.0,High-End,3.0
Suburb,163315.12699992972,4,2,1472.0,2017,110.94777649451747,8.0,Budget,1.0
Rural,384847.049904619,4,3,2969.0,1990,129.62177497629472,35.0,High-End,3.0
Suburb,190479.19894101736,4,1,1150.0,2010,165.63408603566725,15.0,Mid-Range,2.0
Suburb,204129.2143255608,2,3,2438.0,1973,83.72814369383134,52.0,Mid-Range,2.0
Suburb,249930.1176296619,2,2,2321.0,1976,107.68208428679961,49.0,Mid-Range,2.0
Suburb,372750.474809396,4,3,2634.0,1978,141.5149866398618,47.0,High-End,3.0
Rural,189650.20106156013,3,3,1262.0,2016,150.27749687920772,9.0,Mid-Range,2.0
Rural,308299.31208062085,3,3,2787.0,1986,110.62049231453923,39.0,High-End,3.0
Suburb,95784.07401708022,3,2,1143.0,2002,83.80058969123378,23.0,Budget,1.0
Suburb,165456.11841318812,2,2,1345.0,1951,123.01570142244469,74.0,Budget,1.0
Rural,236531.66553606672,5,2,1623.0,1986,145.73731702776755,39.0,Mid-Range,2.0
Suburb,212190.754931357,2,3,2016.0,2021,105.25335066039533,4.0,Mid-Range,2.0
Suburb,298280.3606844734,4,1,2595.0,2014,114.94426230615547,11.0,High-End,3.0
Rural,172765.2509259063,5,1,1880.0,1997,91.89641006697143,28.0,Budget,1.0
Rural,151917.35363762768,3,3,1001.0,1998,151.7655880495781,27.0,Budget,1.0
Rural,196497.06930440952,2,1,1896.0,1996,103.63769478080671,29.0,Mid-Range,2.0
Urban,212603.1701695292,2,1,2327.0,1953,91.36363135776932,72.0,Mid-Range,2.0
Suburb,205827.91372135773,4,3,1253.0,1952,164.26808756692557,73.0,Mid-Range,2.0
Rural,350608.1323068653,3,2,2675.0,1985,131.06846067546365,40.0,High-End,3.0
Suburb,64055.91437875759,2,1,1452.0,1955,44.11564351154104,70.0,Budget,1.0
Urban,202645.46873652583,2,2,2060.0,1983,98.3715867653038,42.0,Mid-Range,2.0
Rural,215636.3058238462,5,1,2183.0,2001,98.77980111032808,24.0,Mid-Range,2.0
Rural,210336.9814886116,2,3,2014.0,1980,104.43742874310408,45.0,Mid-Range,2.0
Suburb,161063.73607289075,5,3,1008.0,1983,159.78545245326464,42.0,Budget,1.0
Suburb,162732.68100454088,2,2,2256.0,1991,72.13328058711919,34.0,Budget,1.0
Rural,283190.3905839381,3,2,2122.0,1997,133.45447247122436,28.0,High-End,3.0
Rural,257018.5571445656,4,2,2682.0,2005,95.83093107552781,20.0,Mid-Range,2.0
Suburb,161315.08881199546,3,2,1815.0,1967,88.87883681101678,58.0,Budget,1.0
Suburb,171344.51259950385,4,3,1207.0,1963,141.95899966818877,62.0,Budget,1.0
Rural,301758.3277786632,2,3,2154.0,2018,140.09207417765236,7.0,High-End,3.0
Urban,186512.3186615685,3,3,1403.0,2007,132.93821715008448,18.0,Budget,1.0
Suburb,147961.73986336417,5,2,1151.0,2019,128.55059936000362,6.0,Budget,1.0
Suburb,96856.0932254072,4,3,1053.0,2005,91.98109518082354,20.0,Budget,1.0
Suburb,241976.24174705177,4,3,2143.0,2002,112.9147185007241,23.0,Mid-Range,2.0
Rural,256546.84581714935,2,1,2696.0,2018,95.15832559983285,7.0,Mid-Range,2.0
Rural,245612.12503446644,4,1,2943.0,2009,83.45637955639363,16.0,Mid-Range,2.0
Rural,192616.91072899688,4,1,1627.0,1981,118.38777549415911,44.0,Mid-Range,2.0
Suburb,234537.6253437164,4,2,1586.0,1996,147.87996553828273,29.0,Mid-Range,2.0
Suburb,266525.8016301305,2,2,2648.0,1971,100.65173777572905,54.0,High-End,3.0
Urban,411274.8172102008,3,3,2991.0,1953,137.50411809100663,72.0,High-End,3.0
Rural,241617.27376623056,2,3,2443.0,1974,98.90187219248078,51.0,Mid-Range,2.0
Rural,230463.81535562876,5,2,2445.0,2010,94.25922918430624,15.0,Mid-Range,2.0
Suburb,249885.94696430844,4,1,1103.0,1961,226.55117585159425,64.0,Mid-Range,2.0
Suburb,320712.17394718895,4,3,2875.0,1980,111.55206050337007,45.0,High-End,3.0
Urban,131536.1635751427,3,1,1253.0,1950,104.97698609348978,75.0,Budget,1.0
Suburb,258681.64856947903,4,3,2250.0,2010,114.96962158643512,15.0,Mid-Range,2.0
Suburb,236721.57971005855,3,1,2135.0,1955,110.87661813117496,70.0,Mid-Range,2.0
Suburb,152417.95938444213,4,3,1509.0,1971,101.00593729916642,54.0,Budget,1.0
Urban,277449.0163566118,4,1,2496.0,1961,111.15745847620666,64.0,High-End,3.0
Urban,97639.64420350434,2,1,1098.0,1972,88.92499472086006,53.0,Budget,1.0
Urban,68864.72803706494,2,2,1152.0,1984,59.77840975439665,41.0,Budget,1.0
Urban,292602.0202390748,5,3,2884.0,1963,101.45701117859736,62.0,High-End,3.0
Urban,163126.63462798466,3,1,1913.0,1979,85.27267884369297,46.0,Budget,1.0
Rural,316117.1565885165,5,2,2919.0,1971,108.29638800565827,54.0,High-End,3.0
Suburb,173591.51575437415,2,3,1877.0,1965,92.48349267681095,60.0,Budget,1.0
Urban,245240.86934782268,3,2,1337.0,2020,183.42622987870058,5.0,Mid-Range,2.0
Urban,299136.08095898724,2,1,2729.0,1964,109.61380760681101,61.0,High-End,3.0
Urban,102620.91177154332,3,3,1821.0,1951,56.35415253791506,74.0,Budget,1.0
Urban,174740.9101274219,4,1,2186.0,1971,79.93637242791486,54.0,Budget,1.0
Suburb,303839.76221234776,5,1,2743.0,2012,110.76914408033093,13.0,High-End,3.0
Suburb,255500.6502956529,5,2,1956.0,1964,130.62405434338083,61.0,Mid-Range,2.0
Rural,305226.1480002337,3,1,2704.0,1968,112.87949260363672,57.0,High-End,3.0
Suburb,174048.9195625192,5,3,1160.0,1970,150.04217203665448,55.0,Budget,1.0
Urban,240369.9407103269,2,2,2603.0,1976,92.343427088101,49.0,Mid-Range,2.0
Urban,310732.5930169608,5,1,1800.0,1968,172.629218342756,57.0,High-End,3.0
Urban,125680.08165265153,3,1,1397.0,1975,89.96426746789658,50.0,Budget,1.0
Urban,303253.7531069421,5,1,2300.0,1998,131.8494578725835,27.0,High-End,3.0
Suburb,137931.9765937645,5,2,1815.0,2007,75.99557939050385,18.0,Budget,1.0
Suburb,238181.44457414243,2,3,2939.0,2016,81.04166198507738,9.0,Mid-Range,2.0
Rural,299144.4834011201,4,2,2527.0,1974,118.37929695335184,51.0,High-End,3.0
Suburb,340122.3586828582,2,1,2919.0,1971,116.52016398864617,54.0,High-End,3.0
Urban,230193.1787231853,5,2,2415.0,1963,95.31808642781999,62.0,Mid-Range,2.0
Urban,300494.89658879273,5,1,2158.0,1958,139.246940031878,67.0,High-End,3.0
Suburb,267560.2687840433,4,2,2218.0,1971,120.63132046169672,54.0,High-End,3.0
Rural,173748.30901295756,4,1,1400.0,1964,124.1059350092554,61.0,Budget,1.0
Rural,198112.8732028993,2,2,1639.0,1989,120.87423624337968,36.0,Mid-Range,2.0
Suburb,237224.42820565245,4,1,2056.0,2014,115.38153122843018,11.0,Mid-Range,2.0
Suburb,130383.649751031,2,1,1687.0,2002,77.28728497393658,23.0,Budget,1.0
Suburb,248587.29005790915,3,2,1459.0,1980,170.38196714044494,45.0,Mid-Range,2.0
Urban,268826.7410314462,5,2,1954.0,1959,137.57765661793562,66.0,High-End,3.0
Suburb,307426.13760987023,4,1,2906.0,1983,105.79013682376815,42.0,High-End,3.0
Suburb,224293.97218700784,3,3,1469.0,1986,152.68480067189097,39.0,Mid-Range,2.0
Rural,335992.3788479656,3,1,2398.0,1962,140.11358584152026,63.0,High-End,3.0
Rural,265649.0843029641,2,1,2045.0,1987,129.90175271538587,38.0,High-End,3.0
Urban,218960.6472310992,2,3,1749.0,1994,125.1919080795307,31.0,Mid-Range,2.0
Rural,257512.558546102,4,1,2693.0,1959,95.62293299149721,66.0,Mid-Range,2.0
Rural,86619.3046619419,2,2,1037.0,1971,83.52874123620242,54.0,Budget,1.0
Suburb,48780.11212797354,3,2,1229.0,2010,39.69089676808262,15.0,Budget,1.0
Rural,274896.26156200573,3,3,2388.0,1987,115.11568742127544,38.0,High-End,3.0
Rural,181237.83172594447,5,1,1562.0,2007,116.02934169394652,18.0,Budget,1.0
Rural,49052.37096077934,3,2,1437.0,1975,34.13526162893483,50.0,Budget,1.0
Rural,182649.2382746536,4,1,2799.0,1998,65.2551762324593,27.0,Budget,1.0
Rural,347942.00526169845,5,3,2306.0,2011,150.88551832684234,14.0,High-End,3.0
Rural,31998.01567703142,2,2,1026.0,1958,31.187149782681697,67.0,Budget,1.0
Rural,181103.2634891242,5,3,1225.0,2009,147.839398766632,16.0,Budget,1.0
Rural,172216.0833107921,3,1,2300.0,1979,74.87655796121396,46.0,Budget,1.0
Urban,273262.8516738026,4,1,1797.0,1970,152.0661389392335,55.0,High-End,3.0
Suburb,306987.05161477905,2,1,2632.0,1999,116.63641778677015,26.0,High-End,3.0
Rural,172933.77203910236,2,3,1283.0,1978,134.78859862751548,47.0,Budget,1.0
Suburb,159685.44672150235,3,2,1878.0,1989,85.02952434584789,36.0,Budget,1.0
Rural,244916.4657968306,4,3,1959.0,1966,125.02116681818815,59.0,Mid-Range,2.0
Urban,250927.64164111172,3,2,2504.0,2017,100.21071950523631,8.0,Mid-Range,2.0
Rural,86276.33242040729,3,1,1452.0,2013,59.41896172204358,12.0,Budget,1.0
Urban,209029.94857251868,4,1,2019.0,1972,103.53142574171306,53.0,Mid-Range,2.0
Rural,267060.0307693574,3,3,2852.0,1956,93.6395619808406,69.0,High-End,3.0
Rural,158867.81990114367,4,2,1815.0,1983,87.53047928437668,42.0,Budget,1.0
Suburb,200254.7187053508,4,1,1658.0,1973,120.7808918608871,52.0,Mid-Range,2.0
Rural,197039.39492254207,3,1,2539.0,1956,77.60511812624736,69.0,Mid-Range,2.0
Rural,251427.1553830112,3,3,1546.0,1957,162.63076027361657,68.0,Mid-Range,2.0
Urban,298798.8574661124,5,3,2215.0,1952,134.89790404790628,73.0,High-End,3.0
Suburb,209615.3837860778,2,2,2072.0,1953,101.16572576548155,72.0,Mid-Range,2.0
Rural,343628.22962201404,2,1,2535.0,2012,135.55354225720475,13.0,High-End,3.0
Suburb,86742.69815572829,4,2,1016.0,2015,85.37667141311839,10.0,Budget,1.0
Suburb,260504.83069560924,5,2,2195.0,2018,118.68101626223655,7.0,High-End,3.0
Rural,267664.3312110141,4,2,2243.0,1959,119.33318377664473,66.0,High-End,3.0
Rural,87137.890454451,5,3,1157.0,2012,75.31364775665601,13.0,Budget,1.0
Rural,217625.4427144939,4,2,1476.0,1986,147.4427118661883,39.0,Mid-Range,2.0
Rural,179619.68105889083,2,2,2069.0,2021,86.81473226625947,4.0,Budget,1.0
Rural,304272.5427676434,5,2,2396.0,1952,126.99187928532696,73.0,High-End,3.0
Suburb,180446.9392014465,3,3,1517.0,1978,118.94986104248287,47.0,Budget,1.0
Urban,96810.15543797814,3,3,1098.0,2011,88.16954047174694,14.0,Budget,1.0
Suburb,293526.34787643905,2,1,2915.0,1982,100.6951450691043,43.0,High-End,3.0
Rural,333027.9076426232,5,3,2768.0,2009,120.31355044892456,16.0,High-End,3.0
Suburb,261561.33142323635,3,3,2060.0,1991,126.97152010836716,34.0,High-End,3.0
Urban,60826.5300881568,3,2,1279.0,2011,47.557881226080376,14.0,Budget,1.0
Suburb,278442.1634559852,3,1,2372.0,1955,117.38708408768348,70.0,High-End,3.0
Rural,123828.10360692852,2,3,1496.0,1998,82.77279652869554,27.0,Budget,1.0
Rural,88586.0572983957,4,1,1301.0,2021,68.09074350376302,4.0,Budget,1.0
Rural,134443.89746195945,3,2,1180.0,1992,113.93550632369445,33.0,Budget,1.0
Urban,136925.17083144034,3,3,1606.0,1958,85.25851234834393,67.0,Budget,1.0
Rural,234164.8909559664,4,2,2122.0,2000,110.35103249574288,25.0,Mid-Range,2.0
Rural,150304.54943999165,3,2,1699.0,1963,88.46647995290856,62.0,Budget,1.0
Rural,240050.4959834057,5,1,1992.0,1973,120.50727710010327,52.0,Mid-Range,2.0
Rural,277542.7034815458,3,3,2139.0,2021,129.7534845636025,4.0,High-End,3.0
Suburb,197241.25178700703,4,1,1190.0,1982,165.7489510815185,43.0,Mid-Range,2.0
Rural,101805.59807931488,2,2,1252.0,1978,81.31437546271157,47.0,Budget,1.0
Suburb,197810.6222732038,2,3,1980.0,1951,99.90435468343627,74.0,Mid-Range,2.0
Urban,172279.06490573462,5,2,1927.0,2001,89.40273217734023,24.0,Budget,1.0
Suburb,205236.28390756497,3,1,2184.0,1994,93.97265746683378,31.0,Mid-Range,2.0
Suburb,206408.53323173916,3,1,2279.0,1987,90.56978202358015,38.0,Mid-Range,2.0
Suburb,279439.98438546,4,2,2346.0,1994,119.11337782841431,31.0,High-End,3.0
Suburb,127174.72259461066,4,1,1127.0,1965,112.84358704047087,60.0,Budget,1.0
Suburb,127458.03900892238,5,1,1017.0,1996,125.32747198517441,29.0,Budget,1.0
Suburb,356063.8292210288,5,2,2816.0,1974,126.44312117224034,51.0,High-End,3.0
Urban,344787.61939305766,3,3,2758.0,2006,125.01364009900567,19.0,High-End,3.0
Rural,153282.85159103858,3,3,1565.0,1968,97.9443141156796,57.0,Budget,1.0
Urban,23125.99668198565,5,3,1569.0,1987,14.739322295720617,38.0,Budget,1.0
Suburb,297939.72321022314,2,2,2346.0,2015,126.99902950137388,10.0,High-End,3.0
Suburb,348536.6136271412,2,2,2895.0,1956,120.39261265186225,69.0,High-End,3.0
Suburb,145096.73485398138,2,1,1685.0,1969,86.11082187179905,56.0,Budget,1.0
Urban,316533.4621599929,2,3,2815.0,1953,112.4452796305481,72.0,High-End,3.0
Suburb,273166.5599546608,5,1,1625.0,1964,168.10249843363744,61.0,High-End,3.0
Urban,343467.41393072536,4,2,2311.0,2013,148.62285328027926,12.0,High-End,3.0
Suburb,258865.961319416,2,3,2966.0,2006,87.2778021980499,19.0,Mid-Range,2.0
Suburb,197763.06532333908,5,2,1853.0,1999,106.72588522576312,26.0,Mid-Range,2.0
Urban,196431.16181485064,2,1,2686.0,1966,73.13148243293024,59.0,Mid-Range,2.0
Urban,192271.5714413316,3,1,1961.0,1965,98.04771618629862,60.0,Mid-Range,2.0
Urban,252805.98468674356,2,2,2662.0,1952,94.96843902582403,73.0,Mid-Range,2.0
Urban,20075.48609393928,5,2,1154.0,1994,17.3964350900687,31.0,Budget,1.0
Suburb,225167.54229185847,3,3,1489.0,1993,151.22064626719845,32.0,Mid-Range,2.0
Suburb,333108.7015124155,3,2,2409.0,2011,138.27675446758633,14.0,High-End,3.0
Rural,253462.8412249309,2,1,1784.0,1958,142.07558364626172,67.0,Mid-Range,2.0
Suburb,273921.24430261354,2,1,2127.0,2009,128.78290752356068,16.0,High-End,3.0
Suburb,230500.45057300347,3,2,2952.0,2006,78.08280845968952,19.0,Mid-Range,2.0
Suburb,361696.0810396887,4,2,2416.0,2010,149.7086428144407,15.0,High-End,3.0
Suburb,319789.84660978575,5,3,2834.0,2013,112.84045399075009,12.0,High-End,3.0
Suburb,174765.256712796,5,1,1245.0,1966,140.37370017092047,59.0,Budget,1.0
Rural,300718.816645502,5,1,2199.0,2007,136.7525314440664,18.0,High-End,3.0
Urban,261326.85093700883,5,1,2062.0,1996,126.73465127885976,29.0,High-End,3.0
Suburb,363561.9094447919,5,2,2500.0,2001,145.42476377791675,24.0,High-End,3.0
Suburb,251734.5890102333,3,1,2705.0,1967,93.06269464333948,58.0,Mid-Range,2.0
Urban,280965.8950193331,5,2,1758.0,1986,159.82132822487662,39.0,High-End,3.0
Urban,110904.32560798927,4,3,1537.0,2019,72.15636018737104,6.0,Budget,1.0
Rural,335743.30890850566,4,2,2890.0,1966,116.17415533166286,59.0,High-End,3.0
Rural,276296.33685332374,2,3,2841.0,1952,97.25319847001892,73.0,High-End,3.0
Rural,222212.13213889327,2,3,1920.0,1982,115.7354854890069,43.0,Mid-Range,2.0
Urban,221697.81574055224,2,2,1407.0,1956,157.5677439520627,69.0,Mid-Range,2.0
Suburb,223582.38488034377,2,3,1524.0,1951,146.70760162752217,74.0,Mid-Range,2.0
Urban,206212.79258609767,3,2,1827.0,1983,112.86961827372615,42.0,Mid-Range,2.0
Suburb,214945.59477018565,4,1,2529.0,1953,84.9923269158504,72.0,Mid-Range,2.0
Urban,152143.29657619866,3,2,1902.0,1998,79.9912179685587,27.0,Budget,1.0
Urban,376480.3015198191,4,3,2848.0,1966,132.19111710667806,59.0,High-End,3.0
Urban,135298.4456835019,3,3,1035.0,2020,130.7231359260888,5.0,Budget,1.0
Urban,160232.42030870466,4,1,1684.0,1961,95.14989329495526,64.0,Budget,1.0
Suburb,70855.37071563367,2,2,1019.0,1993,69.53422052564639,32.0,Budget,1.0
Suburb,183736.7270283909,4,1,1320.0,1998,139.1944901730234,27.0,Budget,1.0
Suburb,388318.721111638,2,3,2799.0,2018,138.73480568475813,7.0,High-End,3.0
Suburb,165073.71563418454,4,2,1511.0,1966,109.24799181613801,59.0,Budget,1.0
Rural,213210.0434161304,3,3,1399.0,1987,152.40174654476797,38.0,Mid-Range,2.0
Rural,140382.87226040527,5,2,1653.0,2005,84.9261175199064,20.0,Budget,1.0
Urban,260495.08469184453,4,1,1971.0,2010,132.16391917394446,15.0,High-End,3.0
Suburb,385304.7144909709,3,1,2906.0,1981,132.58937181382342,44.0,High-End,3.0
Suburb,144254.79594351217,5,3,1470.0,2005,98.13251424728719,20.0,Budget,1.0
Urban,277469.1074047808,3,1,2166.0,1972,128.1020809809699,53.0,High-End,3.0
Urban,252361.13148515,5,1,2115.0,2015,119.3196839173286,10.0,Mid-Range,2.0
Urban,256202.9962478454,2,3,2377.0,2016,107.78418016316593,9.0,Mid-Range,2.0
Suburb,139343.72748855263,4,3,1833.0,1954,76.01949126489505,71.0,Budget,1.0
Suburb,246154.6872755705,3,3,2823.0,1972,87.19613435195554,53.0,Mid-Range,2.0
Suburb,218372.93023353268,4,2,1726.0,2000,126.51965830448012,25.0,Mid-Range,2.0
Rural,309839.69209195976,2,3,2982.0,1974,103.90331726759214,51.0,High-End,3.0
Urban,219293.0105853752,2,2,1853.0,1973,118.34485190791969,52.0,Mid-Range,2.0
Suburb,203482.1889124172,4,3,1050.0,1979,193.79256086896874,46.0,Mid-Range,2.0
Urban,220036.0304825068,3,2,2688.0,2000,81.85864229259926,25.0,Mid-Range,2.0
Rural,365466.45278472325,3,3,2721.0,1979,134.31328658019964,46.0,High-End,3.0
Urban,125013.14514330492,3,2,1574.0,2021,79.42385333119753,4.0,Budget,1.0
Suburb,234126.80566940556,4,1,2213.0,1995,105.7961164344354,30.0,Mid-Range,2.0
Urban,213331.2022846543,3,3,2148.0,2006,99.31620218093776,19.0,Mid-Range,2.0
Suburb,91677.1743135704,3,3,1149.0,1978,79.78866345828581,47.0,Budget,1.0
Rural,262434.5217293376,5,2,1313.0,2011,199.87396932927462,14.0,High-End,3.0
Rural,184359.5380741188,3,1,1569.0,1978,117.50129896374685,47.0,Budget,1.0
Suburb,323820.0405682337,2,1,2365.0,1986,136.92179305210726,39.0,High-End,3.0
Rural,97808.59675103222,3,2,1304.0,1989,75.00659260048484,36.0,Budget,1.0
Urban,298075.9523945043,4,3,2715.0,2004,109.78856441786529,21.0,High-End,3.0
Rural,128702.11481480266,4,1,1681.0,1975,76.56282856323774,50.0,Budget,1.0
Rural,129730.19741095706,3,3,1837.0,1976,70.62068449153895,49.0,Budget,1.0
Rural,326637.4753191202,4,2,2806.0,2000,116.40679804672851,25.0,High-End,3.0
Rural,241442.143756707,4,3,2077.0,1971,116.24561567487096,54.0,Mid-Range,2.0
Suburb,259033.5696091164,3,1,2002.0,2014,129.38739740715104,11.0,High-End,3.0
Rural,299103.33982685435,5,2,1443.0,1987,207.27882177883185,38.0,High-End,3.0
Suburb,127303.85743184252,5,1,1612.0,1950,78.97261627285516,75.0,Budget,1.0
Suburb,210318.9028635672,5,3,1992.0,1964,105.58177854596747,61.0,Mid-Range,2.0
Suburb,188936.21799927184,5,3,1263.0,1960,149.59320506672356,65.0,Mid-Range,2.0
Urban,185380.12933067384,2,2,2076.0,2005,89.29678676814731,20.0,Budget,1.0
Urban,294176.3398072445,3,1,2595.0,1987,113.36275137080712,38.0,High-End,3.0
Suburb,198735.76407487172,4,1,2003.0,2003,99.21905345724998,22.0,Mid-Range,2.0
Urban,268807.8484225868,4,1,2643.0,1972,101.70558018259054,53.0,High-End,3.0
Rural,65228.451657181766,3,2,1004.0,1986,64.9685773477906,39.0,Budget,1.0
Urban,262087.5685406145,4,3,2126.0,2000,123.27731351863335,25.0,High-End,3.0
Rural,255398.7488360053,2,3,2219.0,2010,115.09632664984467,15.0,Mid-Range,2.0
